country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Mongolia,2019,MNG,3232118,43979841080,0.487,0.151,47.119,1.8,3.971,49.219,3.719,8.174,15.228,1.119,0.787,14.578,1.071,0.754,41.638,12.882,41.577,12.864,0.945,5.392,653.682,1856.452,540.024,0.114,,2417.779,108.152,,19338.586,1.421,0,0,,,21.141,29.985,2.1,0.65,38.861,12.023,13.929,4.309,4.994,1.545,,,62.505,0.03,0.127,0.117,0.283,0.013,0.039,0.073,0.07,0.001,,0.274,0.019,,0,,0.043,0.041,,0.2,0.001,0.002,0.003,0,96.915,68.33,-5.542,-11.761
Mongolia,2020,MNG,3290786,41975349786,0.525,0.159,42.478,-4.641,-9.851,44.966,-4.253,-8.64,13.664,1.071,0.719,12.908,1.012,0.68,36.992,11.241,37.543,11.408,0.894,5.916,696.159,1901.418,577.016,0.114,,2420.268,113.113,,18992.549,1.489,0,0,,,18.567,26.768,2.489,0.756,35.705,10.85,13.429,4.081,4.961,1.508,,,62.5,0.032,0.121,0.113,0.259,0.014,0.041,0.074,0.073,0.001,,0.272,0.019,,0,,0.055,0.045,,0.202,0.001,0.002,0.003,0,88.088,61.099,-4.935,-11.618
Montenegro,2019,MNE,611671,12539436047,,,2.477,0.073,3.049,-0.021,-0.026,-487.76,-0.034,-0.002,-0.002,4.049,0.198,0.219,1.455,2.378,,,,,110.047,220.663,79.168,0.039,,207.468,30.84,,18504.979,0.903,0,0,,,4.817,2.977,-2.498,-4.083,0.697,1.139,0.182,0.298,1.022,1.671,,,11.319,,0.007,0,0.01,,0.007,0.009,0.01,0,,0.023,0.005,,0,,-0.051,0.008,,0.011,0,0,0,0,1.821,2.946,,
Montenegro,2020,MNE,607934,10620037519,,,2.404,-0.073,-2.959,0.034,0.055,-261.229,0.055,0.003,0.003,3.954,0.226,0.233,1.513,2.489,,,,,112.451,220.697,80.682,0.039,,205.098,31.73,,16967.131,0.971,0,0,,,4.687,2.907,-2.37,-3.898,0.668,1.098,0.173,0.284,0.89,1.465,,,10.315,,0.007,0,0.011,,0.007,0.009,0.01,0,,0.023,0.005,,0,,-0.052,0.008,,0.011,0,0,0,0,1.767,2.85,,
Montserrat,2019,MSR,4564,,0,0,0.026,-0.004,-12.5,,,,,,,5.62,,0.244,,,,,,0,1.557,,,0,,,1.557,,23059.762,,0,0,,,,,,,,,,,0.026,5.62,,,0.105,0,0,,,0,0,,,0,,,0,,0,,,0,,0,,0,0,,,,,
Montserrat,2020,MSR,4532,,0,0,0.022,-0.004,-14.286,,,,,,,4.851,,0.213,,,,,,0,1.579,,,0,,,1.579,,22780.908,,0,0,,,,,,,,,,,0.022,4.851,,,0.103,0,0,,,0,0,,,0,,,0,,0,,,0,,0,,0,0,,,,,
Morocco,2019,MAR,36210907,3.07625E+11,4.997,0.138,68.743,6.429,10.316,84.047,39.319,87.905,2.321,0.273,0.319,1.898,0.223,0.261,25.263,0.698,72.678,2.007,0.236,160.797,1673.049,3233.729,424.945,0,30.825,1926.533,1056.482,,7286.229,0.858,0,0,2.004,0.055,2.497,3.126,15.304,0.423,28.321,0.782,8.562,0.236,36.479,1.007,,,263.841,0.309,0.185,0.2,0.172,0.385,0.101,0.127,0.055,0,0.013,0.218,0.182,,0,0.026,0.313,0.296,,0.151,0.001,0.001,0.002,0,113.186,90.407,3.934,5.723
Morocco,2020,MAR,36584208,2.85516E+11,4.478,0.122,64.542,-4.202,-6.112,65.77,-18.277,-21.746,1.798,0.23,0.271,1.764,0.226,0.266,25.355,0.693,67.739,1.852,0.237,165.275,1737.591,3299.499,450.3,0,32.382,1927.761,1089.634,,6625.93,0.849,0,0,1.557,0.043,2.365,2.83,1.228,0.034,28.679,0.784,8.5,0.232,33.152,0.906,,,242.404,0.276,0.184,0.166,0.178,0.381,0.102,0.128,0.057,0,0.013,0.217,0.185,,0,0.021,0.027,0.303,,0.152,0.001,0.001,0.002,0,103.542,86.535,3.198,4.954
Mozambique,2019,MOZ,29884378,29860675429,1.046,0.035,7.097,0.087,1.246,43.397,0.705,1.651,1.452,1.453,0.88,0.237,0.238,0.144,0.044,0.001,12.951,0.433,0.434,14.155,170.155,4450.608,43.957,0.152,11.082,4247.052,100.809,,1650.032,1.651,0.002,0,1.729,0.058,0.784,1.794,36.299,1.215,22.871,0.765,10.82,0.362,4.276,0.143,,,49.31,0.065,0.019,0.103,0,0.034,0.01,0.175,0.006,0.001,0.005,0.481,0.017,,0,0.023,0.743,0.035,,0.153,0.001,0.001,0.002,0,53.61,23.42,5.853,82.47
Mozambique,2020,MOZ,30783685,29502646219,1.046,0.034,6.34,-0.757,-10.667,40.818,-2.579,-5.943,1.326,1.384,0.898,0.206,0.215,0.139,0.077,0.003,12.172,0.395,0.413,15.201,176.496,4491.426,44.034,0.153,12.743,4281.529,104.365,,1476.798,1.541,0,0,1.661,0.054,0.686,1.574,34.477,1.12,21.214,0.689,10.561,0.343,3.556,0.116,,,45.461,0.064,0.018,0.103,0.001,0.035,0.01,0.174,0.006,0.001,0.005,0.482,0.018,,0,0.022,0.763,0.033,,0.153,0.001,0.001,0.002,0,48.448,21.11,5.832,91.975
Myanmar,2019,MMR,52640718,3.37038E+11,1.946,0.037,33.617,-0.4,-1.176,118.949,-6.792,-5.401,2.26,0.353,0.784,0.639,0.1,0.222,3.931,0.075,,,,16.191,568.988,8574.161,46.806,6.393,151.261,16079.41,348.337,,2882.835,0.45,0.043,0.001,7.98,0.152,0.86,3.733,85.332,1.621,58.05,1.103,14.541,0.276,19.716,0.375,,,151.755,0.12,0.091,0.283,0.027,0.039,0.034,0.337,0.006,0.035,0.064,1.82,0.06,,0.01,0.105,1.746,0.16,,0.682,0.003,0.007,0.011,0,196.532,45.272,,
Myanmar,2020,MMR,53016525,3.47786E+11,2.29,0.043,34.588,0.971,2.888,116.172,-2.777,-2.335,2.191,0.334,0.758,0.652,0.099,0.226,4.327,0.082,,,,18.48,603.576,8690.333,51.133,6.44,159.96,16160.994,367.562,,2892.347,0.441,0.048,0.001,8.698,0.164,0.877,3.75,81.584,1.539,58.284,1.099,15.727,0.297,19.225,0.363,,,153.342,0.141,0.098,0.293,0.03,0.043,0.036,0.337,0.006,0.035,0.065,1.82,0.062,,0.012,0.116,1.806,0.176,,0.678,0.003,0.007,0.011,0,198.818,46.518,,
Namibia,2019,NAM,2650499,22297166631,0.52,0.196,3.73,0.095,2.615,8.035,0.701,9.555,3.032,0.36,0.403,1.407,0.167,0.187,0.132,0.05,9.344,3.525,0.419,2.946,69.826,174.722,3.305,0,,331.382,63.575,,7529.841,0.895,0,0,,,1.892,5.627,4.305,1.624,4.45,1.679,2.193,0.827,3.078,1.161,,,19.958,0.032,0.01,0.019,0.001,0.007,0.004,0.007,0,0,,0.038,0.011,,0,,0.088,0.025,,0.029,0,0,0,0,14.913,5.016,5.614,150.507
Namibia,2020,NAM,2728760,20505368156,0.469,0.172,3.44,-0.29,-7.765,8.464,0.429,5.344,3.102,0.413,0.464,1.261,0.168,0.189,0.146,0.054,8.791,3.222,0.429,3.414,73.267,183.186,3.452,0,,336.406,66.4,,6684.072,0.889,0,0,,,1.761,6.564,5.024,1.841,6.026,2.208,3.609,1.323,2.826,1.035,,,18.239,0.029,0.01,0.021,0.001,0.008,0.004,0.007,0,0,,0.038,0.011,,0,,0.111,0.026,,0.029,0,0,0,0,17.911,4.805,5.351,155.531
Nauru,2019,NRU,11609,,0,0,0.051,-0.004,-6.667,0.051,-0.004,-6.667,4.419,,0.161,4.419,,0.161,,,,,,0,4.785,4.785,,0,,0,4.785,,27454.725,,0,0,,,4.502,4.63,0,0,0.002,0.166,0.001,0.046,0.051,4.419,,,0.319,0,0,0,,0,0,0,,0,,0,0.001,,0,,0,0,,0,0,0,0,0,0.054,0.052,,
Nauru,2020,NRU,11665,,0,0,0.055,0.004,7.143,0.055,0.004,7.143,4.712,,0.176,4.712,,0.176,,,,,,0,4.84,4.84,,0,,0,4.84,,26711.461,,0,0,,,4.795,4.923,0,0,0.002,0.165,0.001,0.047,0.055,4.712,,,0.312,0,0,0,,0,0,0,,0,,0,0.001,,0,,0,0.001,,0,0,0,0,0,0.057,0.056,,
Nepal,2019,NPL,28414066,88775779267,3.763,0.132,12.75,-1.289,-9.178,21.954,-0.861,-3.775,0.773,0.247,0.603,0.449,0.144,0.35,3.909,0.138,34.783,1.224,0.392,21.629,146.246,1498.026,37.118,0,,2201.692,87.499,,1280.682,0.41,0,0,,,0.701,1.909,9.204,0.324,27.351,0.963,6.839,0.241,5.078,0.179,,,36.389,0.233,0.034,0.052,0.027,0.052,0.009,0.059,0.005,0,,0.249,0.015,,0,,0.188,0.041,,0.138,0.001,0.001,0.002,0,54.235,19.908,22.033,172.799
Nepal,2020,NPL,28966580,86672124340,3.148,0.109,15.631,2.88,22.59,24.996,3.042,13.854,0.863,0.288,0.548,0.54,0.18,0.343,5.292,0.183,36.033,1.244,0.416,24.777,161.877,1523.022,42.41,0,,2211.057,94.689,,1574.515,0.526,0,0,,,0.792,1.988,9.365,0.323,27.653,0.955,7.02,0.242,7.19,0.248,,,45.608,0.194,0.044,0.063,0.037,0.057,0.01,0.059,0.005,0,,0.249,0.016,,0,,0.207,0.066,,0.137,0.001,0.001,0.002,0,57.58,22.953,20.402,130.523
Netherlands,2019,NLD,17537505,8.35323E+11,0.006,0,152.727,-5.537,-3.499,158.081,-5.639,-3.444,9.014,0.189,0.155,8.709,0.183,0.15,27.576,1.572,162.638,9.274,0.195,56.438,11625.54,12662.896,3888.457,28.102,3864.464,1051.075,3752.284,35.793,58248.688,1.223,1.062,0.061,75.065,4.28,9.342,10.746,5.354,0.305,20.925,1.193,9.319,0.531,47.835,2.728,0.067,1.183,1021.537,0,0.412,0.377,0.188,0.135,0.699,0.498,0.503,0.155,1.626,0.119,0.648,0.281,0.246,0.991,0.11,0.388,0.272,0.464,0.001,0.006,0.007,0.001,188.466,163.838,9.911,6.49
Netherlands,2020,NLD,17636732,8.02862E+11,0,0,136.974,-15.753,-10.314,142.274,-15.807,-9.999,8.067,0.177,0.144,7.766,0.171,0.138,19.402,1.1,146.852,8.326,0.183,56.438,11762.513,12805.169,3907.859,29.033,3937.589,1056.374,3794.7,36.894,56095.609,1.232,0.931,0.053,73.125,4.146,8.354,9.725,5.3,0.3,19.995,1.134,9.332,0.529,42.415,2.405,0.062,1.101,989.343,0,0.39,0.359,0.136,0.13,0.693,0.496,0.496,0.157,1.606,0.119,0.643,0.28,0.233,0.972,0.117,0.388,0.266,0.461,0.001,0.006,0.007,0.001,171.522,147.346,9.878,7.212
New Caledonia,2019,NCL,283616,,0.029,0.104,5.673,-0.24,-4.061,,,,,,,20.002,,0.274,3.041,10.722,,,,1.614,146.653,,52.42,0,0,,92.618,,72879.398,,0,0,0,0,,,,,,,,,2.602,9.176,,,20.67,0.002,0.015,,0.021,0.004,0.009,,0.007,0,0,,0.016,,0,0,,0.021,,0.004,,0,0,,,,,
New Caledonia,2020,NCL,284187,,0.028,0.098,5.109,-0.564,-9.937,,,,,,,17.978,,0.266,2.714,9.551,,,,1.642,151.762,,55.134,0,0,,94.985,,67648.062,,0,0,0,0,,,,,,,,,2.367,8.329,,,19.225,0.002,0.015,,0.019,0.004,0.009,,0.007,0,0,,0.016,,0,0,,0.022,,0.004,,0,0,,,,,
New Zealand,2019,NZL,4989410,1.87275E+11,0.411,0.082,36.711,1.024,2.869,54.964,-0.015,-0.027,11.016,0.293,0.209,7.358,0.196,0.139,5.618,1.126,42.045,8.427,0.225,33.079,1847.636,4883.436,621.218,28.15,316.97,3035.799,824.929,23.291,52824.816,1.407,0.912,0.183,8.245,1.652,8.793,18.285,18.253,3.658,36.327,7.281,13.937,2.793,20.778,4.164,0.15,0.747,263.565,0.025,0.099,0.131,0.038,0.079,0.111,0.192,0.08,0.155,0.133,0.344,0.142,0.183,0.211,0.109,0.373,0.169,0.171,0.308,0.002,0.002,0.005,0.001,91.233,43.871,5.334,14.53
New Zealand,2020,NZL,5069895,1.84971E+11,0.379,0.075,34.109,-2.602,-7.087,56.142,1.178,2.143,11.074,0.304,0.235,6.728,0.184,0.143,5.34,1.053,41.309,8.148,0.223,33.458,1881.745,4939.577,626.558,28.928,324.924,3057.832,843.926,23.951,47200.766,1.294,0.779,0.154,7.954,1.569,8.086,18.021,22.033,4.346,35.729,7.047,13.871,2.736,18.997,3.747,0.13,0.661,239.303,0.023,0.097,0.142,0.037,0.077,0.111,0.191,0.08,0.156,0.133,0.344,0.143,0.182,0.195,0.106,0.488,0.174,0.16,0.305,0.002,0.002,0.005,0.001,91.363,40.993,7.2,21.108
Nicaragua,2019,NIC,6483660,29133575354,0.207,0.032,5.208,0.03,0.582,15.233,-0.865,-5.374,2.349,0.523,0.786,0.803,0.179,0.269,,,7.033,1.085,0.241,7.809,171.688,4455.638,,0,,4363.889,163.553,,2988.323,0.665,0,0,,,1.121,5.589,10.024,1.546,10.694,1.649,3.216,0.496,5.001,0.771,,,19.375,0.013,0.014,0.036,,0.019,0.01,0.175,,0,,0.494,0.028,,0,,0.205,0.041,,0.165,0,0.002,0.003,0,36.235,7.268,1.825,35.037
Nicaragua,2020,NIC,6565267,28619004754,0.182,0.028,4.641,-0.567,-10.889,13.457,-1.776,-11.66,2.05,0.47,0.69,0.707,0.162,0.238,,,6.098,0.929,0.213,7.991,176.329,4469.094,,0,,4372.705,168.013,,2969.38,0.681,0,0,,,1.024,5.223,8.816,1.343,11.024,1.679,3.399,0.518,4.459,0.679,,,19.495,0.011,0.013,0.034,,0.018,0.01,0.173,,0,,0.492,0.028,,0,,0.195,0.041,,0.164,0,0.002,0.003,0,34.292,6.726,1.457,31.399
Niger,2019,NER,22947765,21237507069,0.032,0.001,2.513,0.71,39.367,13.917,-3.486,-20.032,0.606,0.655,1.275,0.11,0.118,0.23,0.326,0.014,,,,0.685,46.375,1283.866,11.55,0.826,0.073,1837.879,33.24,,475.52,0.514,0.056,0.002,0.073,0.003,0.241,2.162,11.404,0.497,24.37,1.062,11.288,0.492,2.026,0.088,,,10.912,0.002,0.007,0.033,0.002,0.002,0.003,0.051,0.001,0.005,0,0.208,0.006,,0.013,0.001,0.233,0.016,,0.107,0.001,0.001,0.002,0,49.621,5.529,,
Niger,2020,NER,23717615,21991440513,0.032,0.001,3.04,0.527,20.955,12.224,-1.693,-12.162,0.515,0.556,1.109,0.128,0.138,0.276,0.356,0.015,,,,0.717,49.415,1296.09,11.906,0.896,0.15,1847.063,35.745,,464.736,0.501,0.07,0.003,0.077,0.003,0.262,2.097,9.184,0.387,25.584,1.079,11.837,0.499,2.505,0.106,,,11.022,0.002,0.009,0.031,0.002,0.002,0.003,0.05,0.002,0.005,0,0.208,0.006,,0.017,0.001,0.203,0.023,,0.108,0.001,0.001,0.002,0,49.732,6.207,,
Nigeria,2019,NGA,209485637,1.07943E+12,8.895,0.042,127.859,21.074,19.734,164.006,9.779,6.341,0.783,0.152,0.319,0.61,0.118,0.248,1.268,0.006,132.294,0.632,0.123,116.729,4041.512,14980.407,81.848,1510.633,672.694,12325.424,1659.608,,2457.388,0.477,14.588,0.07,35.106,0.168,1.547,1.952,36.147,0.173,237.142,1.132,40.18,0.192,68.002,0.325,,,514.787,0.551,0.345,0.391,0.009,0.279,0.243,0.589,0.011,8.34,0.283,1.395,0.287,,3.374,0.464,0.74,0.552,,1.112,0.011,0.006,0.017,0.001,408.817,324.135,4.435,3.468
Nigeria,2020,NGA,213996185,1.06006E+12,10.222,0.048,124.899,-2.96,-2.315,177.041,13.035,7.948,0.827,0.167,0.372,0.584,0.118,0.263,1.499,0.007,137.178,0.641,0.129,126.951,4166.412,15157.447,83.347,1524.159,707.987,12377.565,1723.968,,2221.549,0.448,13.526,0.063,35.293,0.165,1.399,1.862,52.141,0.244,216.406,1.011,42.039,0.196,64.36,0.301,,,475.403,0.629,0.355,0.446,0.011,0.292,0.245,0.587,0.011,8.233,0.289,1.394,0.292,,3.381,0.469,1.154,0.589,,1.095,0.01,0.006,0.017,0.001,398.501,299.4,12.279,9.831
Niue,2019,NIU,1814,,0,0,0.007,0,0,0.007,0,0,4.04,,0.223,4.04,,0.223,,,,,,0,0.249,0.249,,0,,0,0.249,,18138.418,,0,0,,,4.097,5.028,0,0,0.001,0.738,0,0.176,0.007,4.04,,,0.033,0,0,0,,0,0,0,,0,,0,0,,0,,0,0,,0,0,0,0,0,0.009,0.007,,
Niue,2020,NIU,1822,,0,0,0.007,0,0,0.007,0,0,4.022,,0.224,4.022,,0.224,,,,,,0,0.256,0.256,,0,,0,0.256,,17978.35,,0,0,,,4.079,4.887,0,0,0.001,0.737,0,0.176,0.007,4.022,,,0.033,0,0,0,,0,0,0,,0,,0,0,,0,,0,0,,0,0,0,0,0,0.009,0.007,,
Non-OECD (GCP),2019,,,,,,23620.557,,,,,,,,,,,,,,22044.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-OECD (GCP),2020,,,,,,23176.334,,,,,,,,,,,,,,21629.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,2019,,594346844,,74.429,0.126,6463.362,-112.925,-1.717,6800.257,-39.696,-0.58,11.524,0.295,0.201,10.953,0.28,0.191,1160.319,1.966,6848.75,11.606,0.297,4147.457,470140.5,671493.438,183216.109,3294.244,86986.312,203564.516,187646.203,4850.156,57144.684,,108.286,0.184,2066.368,3.502,12.402,13.93,342.851,0.581,1158.332,1.949,355.067,0.597,2916.923,4.943,0.232,137.036,33963.762,4.607,17.428,16.201,7.892,9.92,28.273,26.416,23.68,18.187,36.61,23.036,32.414,38.064,25.043,27.282,7.015,23.665,31.464,22.979,0.052,0.292,0.358,0.014,8279.358,7370.924,385.389,5.963
North America,2020,,598250669,,72.889,0.123,5798.35,-665.012,-10.289,6078.941,-721.316,-10.607,10.234,0.273,0.194,9.761,0.261,0.185,949.039,1.598,6251.831,10.525,0.281,4220.346,475938.812,677572.438,184165.141,3386.849,89022.609,203850.453,190166.281,4977.578,52620.461,,92.604,0.156,2036.302,3.428,11.11,12.564,285.948,0.481,1108.109,1.852,353.776,0.591,2520.093,4.242,0.215,127.422,31480.227,4.488,16.492,15.322,6.652,9.716,28.029,26.246,23.372,18.294,36.318,22.951,32.24,37.835,23.151,27.076,6.331,23.052,30.78,22.842,0.052,0.295,0.361,0.014,7516.451,6646.829,453.481,7.821
North America (GCP),2019,,,,,,6283.747,,,,,,,,,,,,,,6693.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America (GCP),2020,,,,,,5643.71,,,,,,,,,,,,,,6109.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America (excl. USA),2019,,,,33.534,0.133,1227.45,12.399,1.02,1466.289,87.222,6.325,5.812,0.323,0.204,4.865,0.271,0.17,116.423,0.461,1268.674,5.028,0.28,1258.365,59861.898,136064.828,11437.857,1136.507,12925.262,78244.242,33012.781,91.126,,,23.766,0.094,434.313,1.721,,,244.795,0.97,359.27,,110.589,,617.103,2.446,0.009,2.311,,2.075,3.31,3.493,0.792,3.01,3.6,5.353,1.478,6.274,5.44,8.855,5.703,0.715,5.497,5.734,5.009,5.007,0.531,4.773,0.015,0.056,0.074,0.003,1918.572,1471.115,41.224,3.359
North America (excl. USA),2020,,,,32.201,0.126,1108.396,-119.054,-9.699,1302.449,-163.84,-11.174,5.116,0.308,0.196,4.354,0.262,0.167,95.114,0.374,1148.747,4.512,0.272,1290.566,60970.297,137367.266,11532.972,1163.027,13349.061,78443.648,33541.293,93.375,,,26.519,0.104,423.798,1.665,,,199.41,0.783,346.935,,112.446,,528.514,2.076,0.009,2.249,,1.983,3.153,3.283,0.667,2.971,3.591,5.321,1.464,6.282,5.446,8.832,5.687,0.71,6.63,5.635,4.415,4.834,0.543,4.752,0.015,0.057,0.075,0.003,1757.995,1336.973,40.351,3.64
North Korea,2019,PRK,26037633,42499100315,2.139,0.082,69.512,6.904,11.027,80.294,7.161,9.791,3.084,1.889,0.351,2.67,1.636,0.304,64.201,2.466,,,,149.017,5192.25,6670.437,4783.639,0,,1625.26,259.594,,8788.403,5.384,0,0,,,3.456,3.929,10.782,0.414,23.29,0.894,2.736,0.105,3.173,0.122,,,228.829,0.132,0.187,0.191,0.437,0.356,0.312,0.262,0.618,0,,0.184,0.045,,0,,0.221,0.026,,0.246,0.001,0.003,0.004,0,102.291,89.981,,
North Korea,2020,PRK,26136312,40572892149,2.171,0.083,65.577,-3.935,-5.662,76.051,-4.243,-5.284,2.91,1.874,0.349,2.509,1.616,0.301,60.353,2.309,,,,151.189,5257.827,6746.488,4843.992,0,,1635.734,262.647,,8332.383,5.368,0,0,,,3.261,3.719,10.474,0.401,22.534,0.862,2.425,0.093,3.052,0.117,,,217.778,0.134,0.187,0.192,0.423,0.348,0.31,0.261,0.615,0,,0.184,0.045,,0,,0.232,0.028,,0.245,0.001,0.003,0.004,0,97.202,85.223,,
North Macedonia,2019,MKD,1897643,28433274864,,,7.625,0.971,14.59,8.147,0.378,4.861,4.293,0.287,0.262,4.018,0.268,0.245,4.051,2.135,,,,,503.192,911.64,309.744,0.162,5.101,497.702,188.185,,16366.357,1.092,0,0,0.557,0.294,4.563,5.245,0.523,0.275,1.704,0.898,0.552,0.291,3.017,1.59,,,31.058,,0.021,0.019,0.028,,0.03,0.036,0.04,0.001,0.002,0.056,0.033,,0,0.007,0.011,0.024,,0.029,0,0,0,0,9.953,8.658,,
North Macedonia,2020,MKD,1872021,27100243788,,,6.98,-0.645,-8.455,7.309,-0.838,-10.289,3.904,0.27,0.264,3.729,0.258,0.252,3.459,1.848,,,,,510.172,918.949,313.203,0.162,5.742,498.031,191.065,,14801.113,1.022,0,0,0.641,0.343,4.284,4.962,0.329,0.176,1.716,0.917,0.569,0.304,2.88,1.538,,,27.708,,0.02,0.018,0.024,,0.03,0.036,0.04,0.001,0.002,0.056,0.032,,0,0.009,0.007,0.026,,0.029,0,0,0,0,9.29,8.02,,
Norway,2019,NOR,5347733,4.55305E+11,0.722,0.135,42.866,-1.606,-3.611,49.435,-1.174,-2.319,9.244,0.109,0.096,8.016,0.094,0.083,3.485,0.652,48.297,9.031,0.106,61.179,2588.077,3596.786,609.184,71.956,443.514,1009.723,1380.859,21.386,96479.188,1.133,0.953,0.178,15.057,2.816,9.295,11.312,6.569,1.228,7.916,1.48,4.166,0.779,22.084,4.13,0.106,0.566,515.945,0.045,0.116,0.118,0.024,0.146,0.156,0.141,0.079,0.397,0.187,0.114,0.239,0.168,0.22,0.199,0.134,0.179,0.13,0.135,0,0.001,0.002,0,60.492,49.709,5.431,12.67
Norway,2020,NOR,5379275,4.49485E+11,0.725,0.135,41.275,-1.591,-3.712,47.842,-1.593,-3.222,8.894,0.106,0.086,7.673,0.092,0.074,3.539,0.658,46.648,8.672,0.104,61.904,2629.352,3644.628,612.724,72.784,457.831,1016.291,1402.186,21.923,103430.57,1.238,0.828,0.154,14.318,2.662,8.966,10.946,6.567,1.221,8.042,1.495,4.162,0.774,21.328,3.965,0.1,0.538,556.381,0.045,0.117,0.121,0.025,0.143,0.155,0.141,0.078,0.393,0.187,0.114,0.238,0.167,0.207,0.19,0.145,0.195,0.13,0.135,0,0.002,0.002,0,58.882,48.232,5.373,13.018
OECD (GCP),2019,,,,,,12226.434,,,,,,,,,,,,,,13802.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD (GCP),2020,,,,,,11142.346,,,,,,,,,,,,,,12689.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD (Jones et al.),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.723,,776.121,,,,,,,,,,,,,,,,,,,,,,,,,41.603,0.092,0.524,0.648,0.032,15478.316,13825.684,,
OECD (Jones et al.),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.205,,762.765,,,,,,,,,,,,,,,,,,,,,,,,,41.351,0.092,0.53,0.654,0.032,14271.482,12654.089,,
Oceania,2019,,43504534,,3.48,0.08,468.925,1.007,0.215,557.513,-15.656,-2.731,12.893,0.386,0.278,10.844,0.325,0.234,173.548,4.013,425.692,9.844,0.295,224.515,20392.088,38666.934,10500.455,297.052,2313.117,19822.857,6927.748,129.199,44681.719,,21.108,0.488,89.553,2.071,13.071,18.339,95.176,2.201,196.261,4.511,80.384,1.848,176.623,4.084,0.107,4.614,1943.857,0.215,1.264,1.328,1.18,0.537,1.226,1.521,1.357,1.64,0.974,2.243,1.197,1.014,4.882,1.182,1.947,1.433,1.059,2.004,0.01,0.018,0.031,0.003,797.812,568.645,-43.234,-9.22
Oceania,2020,,44079305,,3.227,0.074,449.486,-19.439,-4.145,595.037,37.524,6.731,13.58,0.42,0.317,10.258,0.317,0.239,164.676,3.758,415.641,9.486,0.293,227.743,20841.574,39261.969,10665.131,315.143,2406.415,19974.379,7093.541,133.601,41396.184,,18.091,0.413,93.299,2.129,12.3,17.876,151.521,3.458,176.52,4.005,70.81,1.606,165.792,3.784,0.1,4.402,1824.715,0.199,1.278,1.5,1.154,0.524,1.227,1.521,1.353,1.702,0.982,2.249,1.203,1.016,4.523,1.241,3.355,1.517,1.063,1.988,0.01,0.018,0.031,0.003,787.956,542.188,-33.845,-7.53
Oceania (GCP),2019,,,,,,461.343,,,,,,,,,,,,,,445.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania (GCP),2020,,,,,,441.576,,,,,,,,,,,,,,435.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
